Experiment Log
[2025-03-25 15:20:06] Experiment folder created at: Results/MNN_Results/TrTj_13_100_14_100_TTj_15/bfw_3_npbi_3_niu_1
[2025-03-25 15:20:09] Filling missing b1 at row 2151 with moving average 0.3531891999999999
[2025-03-25 15:20:09] Filling missing b4 at row 2151 with moving average -0.23315370000000002
[2025-03-25 15:20:09] Filling missing b3 at row 2153 with moving average -0.17700150000000003
[2025-03-25 15:20:09] Filling missing b1 at row 2154 with moving average 0.3667525333333333
[2025-03-25 15:20:09] Filling missing b2 at row 2155 with moving average 0.41992080000000004
[2025-03-25 15:20:09] Filling missing b1 at row 2156 with moving average 0.3773771444444444
[2025-03-25 15:20:09] Filling missing b3 at row 2157 with moving average -0.1818843
[2025-03-25 15:20:09] Filling missing b2 at row 2162 with moving average 0.33080970000000004
[2025-03-25 15:20:09] Filling missing b3 at row 2163 with moving average -0.256347
[2025-03-25 15:20:09] Filling missing b3 at row 2167 with moving average -0.2746575
[2025-03-25 15:20:09] Filling missing b1 at row 2173 with moving average 0.3332511
[2025-03-25 15:20:09] Filling missing b2 at row 2174 with moving average 0.33691319999999997
[2025-03-25 15:20:09] Filling missing b1 at row 2176 with moving average 0.35034089999999996
[2025-03-25 15:20:09] Filling missing b3 at row 2179 with moving average -0.22094670000000002
[2025-03-25 15:20:09] Filling missing b2 at row 2183 with moving average 0.3613272
[2025-03-25 15:20:09] Filling missing b1 at row 2184 with moving average 0.3771963
[2025-03-25 15:20:09] Filling missing b1 at row 2197 with moving average 0.2954094
[2025-03-25 15:20:09] Filling missing b2 at row 2197 with moving average 0.3002922
[2025-03-25 15:20:09] Filling missing b4 at row 2198 with moving average -0.2905266
[2025-03-25 15:20:09] Filling missing b1 at row 2199 with moving average 0.30843020000000004
[2025-03-25 15:20:09] Filling missing b3 at row 2201 with moving average -0.24169859999999999
[2025-03-25 15:20:09] Filling missing b2 at row 2202 with moving average 0.3710928
[2025-03-25 15:20:09] Filling missing b1 at row 2204 with moving average 0.37231349999999996
[2025-03-25 15:20:09] Filling missing b2 at row 2204 with moving average 0.3837067
[2025-03-25 15:20:09] Filling missing b1 at row 2207 with moving average 0.3242993
[2025-03-25 15:20:09] Filling missing b3 at row 2209 with moving average -0.2795403
[2025-03-25 15:20:09] Filling missing b1 at row 2210 with moving average 0.34003276666666665
[2025-03-25 15:20:09] Filling missing b1 at row 2212 with moving average 0.36236705555555554
[2025-03-25 15:20:09] Filling missing b3 at row 2213 with moving average -0.195312
[2025-03-25 15:20:09] Filling missing b1 at row 2214 with moving average 0.3759153185185185
[2025-03-25 15:20:09] Filling missing b4 at row 2214 with moving average -0.207519
[2025-03-25 15:20:09] Filling missing b2 at row 2215 with moving average 0.3942861
[2025-03-25 15:20:09] Filling missing b4 at row 2215 with moving average -0.2107742
[2025-03-25 15:20:09] Filling missing b2 at row 2218 with moving average 0.3645824
[2025-03-25 15:20:09] Filling missing b3 at row 2219 with moving average -0.24169859999999999
[2025-03-25 15:20:09] Filling missing b2 at row 2223 with moving average 0.2978508
[2025-03-25 15:20:09] Filling missing b2 at row 2229 with moving average 0.36743069999999994
[2025-03-25 15:20:09] Filling missing b1 at row 2233 with moving average 0.3686514
[2025-03-25 15:20:09] Filling missing b1 at row 2235 with moving average 0.35969959999999995
[2025-03-25 15:20:09] Filling missing b3 at row 2237 with moving average -0.22827090000000003
[2025-03-25 15:20:09] Filling missing b1 at row 2239 with moving average 0.3515616
[2025-03-25 15:20:09] Filling missing b1 at row 2240 with moving average 0.3515616
[2025-03-25 15:20:09] Filling missing b1 at row 2244 with moving average 0.3430167
[2025-03-25 15:20:09] Filling missing b2 at row 2245 with moving average 0.33935460000000006
[2025-03-25 15:20:09] Filling missing b1 at row 2247 with moving average 0.3340649
[2025-03-25 15:20:09] Filling missing b2 at row 2248 with moving average 0.3206372
[2025-03-25 15:20:09] Filling missing b3 at row 2248 with moving average -0.280761
[2025-03-25 15:20:09] Filling missing b4 at row 2249 with moving average -0.268554
[2025-03-25 15:20:09] Filling missing b2 at row 2250 with moving average 0.3095152666666667
[2025-03-25 15:20:09] Filling missing b2 at row 2251 with moving average 0.31258962222222225
[2025-03-25 15:20:09] Filling missing b4 at row 2251 with moving average -0.260416
[2025-03-25 15:20:09] Filling missing b1 at row 2254 with moving average 0.38207909999999995
[2025-03-25 15:20:09] Filling missing b1 at row 2257 with moving average 0.36295479999999997
[2025-03-25 15:20:09] Filling missing b2 at row 2257 with moving average 0.3857412
[2025-03-25 15:20:09] Filling missing b2 at row 2259 with moving average 0.35929269999999996
[2025-03-25 15:20:09] Filling missing b1 at row 2262 with moving average 0.3112785
[2025-03-25 15:20:09] Filling missing b2 at row 2262 with moving average 0.33216603333333333
[2025-03-25 15:20:09] Filling missing b1 at row 2266 with moving average 0.3698721
[2025-03-25 15:20:09] Filling missing b1 at row 2267 with moving average 0.3698721
[2025-03-25 15:20:09] Filling missing b3 at row 2268 with moving average -0.23681580000000002
[2025-03-25 15:20:09] Filling missing b1 at row 2269 with moving average 0.36010649999999994
[2025-03-25 15:20:09] Filling missing b2 at row 2269 with moving average 0.3564444
[2025-03-25 15:20:09] Filling missing b3 at row 2269 with moving average -0.2388503
[2025-03-25 15:20:09] Filling missing b1 at row 2270 with moving average 0.3568513
[2025-03-25 15:20:09] Filling missing b3 at row 2274 with moving average -0.2746575
[2025-03-25 15:20:09] Filling missing b1 at row 2277 with moving average 0.3320304
[2025-03-25 15:20:09] Filling missing b3 at row 2277 with moving average -0.2612298
[2025-03-25 15:20:09] Filling missing b1 at row 2278 with moving average 0.33284420000000003
[2025-03-25 15:20:09] Filling missing b2 at row 2280 with moving average 0.354003
[2025-03-25 15:20:09] Filling missing b1 at row 2281 with moving average 0.3355568666666667
[2025-03-25 15:20:09] Filling missing b1 at row 2284 with moving average 0.3462266888888889
[2025-03-25 15:20:09] Filling missing b4 at row 2286 with moving average -0.2453607
[2025-03-25 15:20:09] Filling missing b2 at row 2290 with moving average 0.3478995
[2025-03-25 15:20:09] Filling missing b3 at row 2291 with moving average -0.2478021
[2025-03-25 15:20:09] Filling missing b1 at row 2292 with moving average 0.354003
[2025-03-25 15:20:09] Filling missing b3 at row 2294 with moving average -0.2217605
[2025-03-25 15:20:09] Filling missing b2 at row 2295 with moving average 0.3845205
[2025-03-25 15:20:09] Filling missing b4 at row 2301 with moving average -0.3222648
[2025-03-25 15:20:09] Filling missing b3 at row 2302 with moving average -0.31249920000000003
[2025-03-25 15:20:09] Filling missing b1 at row 2304 with moving average 0.3039543
[2025-03-25 15:20:09] Filling missing b3 at row 2304 with moving average -0.28971280000000005
[2025-03-25 15:20:09] Filling missing b2 at row 2307 with moving average 0.37475489999999995
[2025-03-25 15:20:09] Filling missing b4 at row 2311 with moving average -0.2124018
[2025-03-25 15:20:09] Filling missing b3 at row 2319 with moving average -0.207519
[2025-03-25 15:20:09] Filling missing b3 at row 2321 with moving average -0.2119949
[2025-03-25 15:20:09] Filling missing b2 at row 2326 with moving average 0.3149406
[2025-03-25 15:20:09] Filling missing b2 at row 2329 with moving average 0.33447180000000004
[2025-03-25 15:20:09] Filling missing b3 at row 2329 with moving average -0.2722161
[2025-03-25 15:20:09] Filling missing b2 at row 2333 with moving average 0.35278229999999994
[2025-03-25 15:20:09] Filling missing b3 at row 2334 with moving average -0.24169859999999999
[2025-03-25 15:20:09] Filling missing b1 at row 2337 with moving average 0.3613272
[2025-03-25 15:20:09] Filling missing b1 at row 2340 with moving average 0.362141
[2025-03-25 15:20:09] Filling missing b1 at row 2343 with moving average 0.3526466666666666
[2025-03-25 15:20:09] Filling missing b1 at row 2345 with moving average 0.3531439888888889
[2025-03-25 15:20:09] Filling missing b2 at row 2347 with moving average 0.3771963
[2025-03-25 15:20:09] Filling missing b1 at row 2349 with moving average 0.4003896
[2025-03-25 15:20:09] Filling missing b1 at row 2350 with moving average 0.40201719999999996
[2025-03-25 15:20:09] Filling missing b1 at row 2351 with moving average 0.4017459333333333
[2025-03-25 15:20:09] Filling missing b1 at row 2352 with moving average 0.4013842444444444
[2025-03-25 15:20:09] Filling missing b1 at row 2353 with moving average 0.40171579259259255
[2025-03-25 15:20:09] Filling missing b1 at row 2356 with moving average 0.3536312641975308
[2025-03-25 15:20:09] Filling missing b1 at row 2359 with moving average 0.3363823880658436
[2025-03-25 15:20:09] Filling missing b2 at row 2361 with moving average 0.3259269
[2025-03-25 15:20:09] Filling missing b1 at row 2362 with moving average 0.33917766268861455
[2025-03-25 15:20:09] Filling missing b3 at row 2364 with moving average -0.2758782
[2025-03-25 15:20:09] Filling missing b3 at row 2365 with moving average -0.2689609
[2025-03-25 15:20:09] Filling missing b1 at row 2366 with moving average 0.3686514
[2025-03-25 15:20:09] Filling missing b1 at row 2371 with moving average 0.3576651
[2025-03-25 15:20:09] Filling missing b1 at row 2372 with moving average 0.3438305
[2025-03-25 15:20:09] Filling missing b1 at row 2375 with moving average 0.31846706666666663
[2025-03-25 15:20:09] Filling missing b3 at row 2375 with moving average -0.3039543
[2025-03-25 15:20:09] Filling missing b1 at row 2378 with moving average 0.33686798888888886
[2025-03-25 15:20:09] Filling missing b2 at row 2384 with moving average 0.37963769999999997
[2025-03-25 15:20:09] Filling missing b1 at row 2386 with moving average 0.3259269
[2025-03-25 15:20:09] Filling missing b3 at row 2386 with moving average -0.2600091
[2025-03-25 15:20:09] Filling missing b1 at row 2387 with moving average 0.3247062
[2025-03-25 15:20:09] Filling missing b1 at row 2389 with moving average 0.32307860000000005
[2025-03-25 15:20:09] Filling missing b2 at row 2390 with moving average 0.341796
[2025-03-25 15:20:09] Filling missing b2 at row 2391 with moving average 0.3434236
[2025-03-25 15:20:09] Filling missing b1 at row 2393 with moving average 0.317382
[2025-03-25 15:20:09] Filling missing b1 at row 2397 with moving average 0.3686514
[2025-03-25 15:20:09] Filling missing b2 at row 2398 with moving average 0.38696189999999997
[2025-03-25 15:20:09] Filling missing b2 at row 2399 with moving average 0.38899639999999996
[2025-03-25 15:20:09] Filling missing b4 at row 2400 with moving average -0.2416986
[2025-03-25 15:20:09] Filling missing b4 at row 2401 with moving average -0.2453607
[2025-03-25 15:20:09] Filling missing b4 at row 2402 with moving average -0.2502435
[2025-03-25 15:20:09] Filling missing b1 at row 2403 with moving average 0.3112785
[2025-03-25 15:20:09] Filling missing b2 at row 2404 with moving average 0.3027336
[2025-03-25 15:20:09] Filling missing b1 at row 2406 with moving average 0.3002922
[2025-03-25 15:20:09] Filling missing b2 at row 2407 with moving average 0.2986646
[2025-03-25 15:20:09] Filling missing b1 at row 2409 with moving average 0.31249920000000003
[2025-03-25 15:20:09] Filling missing b2 at row 2413 with moving average 0.3332511
[2025-03-25 15:20:09] Filling missing b1 at row 2416 with moving average 0.2770989
[2025-03-25 15:20:09] Filling missing b2 at row 2417 with moving average 0.3247062
[2025-03-25 15:20:09] Filling missing b3 at row 2419 with moving average -0.2673333
[2025-03-25 15:20:09] Filling missing b3 at row 2426 with moving average -0.2587884
[2025-03-25 15:20:09] Filling missing b2 at row 2431 with moving average 0.3356925
[2025-03-25 15:20:09] Filling missing b3 at row 2433 with moving average -0.2661126
[2025-03-25 15:20:09] Filling missing b1 at row 2434 with moving average 0.3027336
[2025-03-25 15:20:09] Filling missing b1 at row 2435 with moving average 0.30110600000000004
[2025-03-25 15:20:09] Filling missing b4 at row 2442 with moving average -0.2856438
[2025-03-25 15:20:09] Filling missing b1 at row 2443 with moving average 0.341796
[2025-03-25 15:20:09] Filling missing b1 at row 2449 with moving average 0.317382
[2025-03-25 15:20:09] Filling missing b2 at row 2449 with moving average 0.33447180000000004
[2025-03-25 15:20:09] Filling missing b3 at row 2449 with moving average -0.2612298
[2025-03-25 15:20:09] Filling missing b2 at row 2450 with moving average 0.333658
[2025-03-25 15:20:09] Filling missing b1 at row 2451 with moving average 0.30354739999999997
[2025-03-25 15:20:09] Filling missing b2 at row 2451 with moving average 0.33379363333333334
[2025-03-25 15:20:09] Filling missing b1 at row 2452 with moving average 0.3021910666666667
[2025-03-25 15:20:09] Filling missing b2 at row 2452 with moving average 0.3339744777777778
[2025-03-25 15:20:09] Filling missing b3 at row 2452 with moving average -0.27018159999999997
[2025-03-25 15:20:09] Filling missing b1 at row 2453 with moving average 0.2971274222222222
[2025-03-25 15:20:09] Filling missing b1 at row 2455 with moving average 0.3071944296296297
[2025-03-25 15:20:09] Filling missing b2 at row 2459 with moving average 0.3625479
[2025-03-25 15:20:09] Filling missing b4 at row 2461 with moving average -0.2539056
[2025-03-25 15:20:09] Filling missing b2 at row 2465 with moving average 0.3076164
[2025-03-25 15:20:09] Filling missing b3 at row 2466 with moving average -0.2856438
[2025-03-25 15:20:09] Filling missing b4 at row 2468 with moving average -0.2478021
[2025-03-25 15:20:09] Filling missing b3 at row 2471 with moving average -0.23803649999999998
[2025-03-25 15:20:09] Filling missing b1 at row 2474 with moving average 0.2941887
[2025-03-25 15:20:09] Filling missing b2 at row 2474 with moving average 0.3283683
[2025-03-25 15:20:09] Filling missing b1 at row 2475 with moving average 0.2836093
[2025-03-25 15:20:09] Filling missing b2 at row 2475 with moving average 0.3194165
[2025-03-25 15:20:09] Filling missing b4 at row 2480 with moving average -0.2526849
[2025-03-25 15:20:09] Filling missing b3 at row 2481 with moving average -0.2404779
[2025-03-25 15:20:09] Filling missing b4 at row 2482 with moving average -0.2478021
[2025-03-25 15:20:09] Filling missing b4 at row 2484 with moving average -0.2620436
[2025-03-25 15:20:09] Filling missing b2 at row 2486 with moving average 0.35278229999999994
[2025-03-25 15:20:09] Filling missing b3 at row 2487 with moving average -0.2575677
[2025-03-25 15:20:09] Filling missing b4 at row 2487 with moving average -0.2680114666666667
[2025-03-25 15:20:09] Filling missing b3 at row 2490 with moving average -0.2421055
[2025-03-25 15:20:09] Filling missing b2 at row 2491 with moving average 0.36498929999999996
[2025-03-25 15:20:09] Filling missing b1 at row 2493 with moving average 0.3625479
[2025-03-25 15:20:09] Filling missing b3 at row 2496 with moving average -0.24902280000000002
[2025-03-25 15:20:09] Filling missing b2 at row 2498 with moving average 0.3247062
[2025-03-25 15:20:09] Filling missing b2 at row 2508 with moving average 0.38696189999999997
[2025-03-25 15:20:09] Filling missing b1 at row 2511 with moving average 0.3942861
[2025-03-25 15:20:09] Filling missing b2 at row 2515 with moving average 0.36621
[2025-03-25 15:20:09] Filling missing b3 at row 2516 with moving average -0.22094670000000002
[2025-03-25 15:20:09] Filling missing b1 at row 2519 with moving average 0.3222648
[2025-03-25 15:20:09] Filling missing b2 at row 2519 with moving average 0.33813390000000004
[2025-03-25 15:20:09] Filling missing b1 at row 2520 with moving average 0.317382
[2025-03-25 15:20:09] Filling missing b1 at row 2521 with moving average 0.31819580000000003
[2025-03-25 15:20:09] Filling missing b2 at row 2523 with moving average 0.3222648
[2025-03-25 15:20:09] Filling missing b1 at row 2527 with moving average 0.3552237
[2025-03-25 15:20:09] Filling missing b2 at row 2528 with moving average 0.3491202
[2025-03-25 15:20:09] Filling missing b3 at row 2530 with moving average -0.268554
[2025-03-25 15:20:09] Filling missing b4 at row 2530 with moving average -0.3076164
[2025-03-25 15:20:09] Filling missing b4 at row 2531 with moving average -0.3137199
[2025-03-25 15:20:09] Filling missing b3 at row 2535 with moving average -0.3283683
[2025-03-25 15:20:09] Filling missing b4 at row 2535 with moving average -0.3320304
[2025-03-25 15:20:09] Filling missing b2 at row 2539 with moving average 0.37475490000000006
[2025-03-25 15:20:09] Filling missing b1 at row 2540 with moving average 0.4174794
[2025-03-25 15:20:09] Filling missing b2 at row 2545 with moving average 0.37475489999999995
[2025-03-25 15:20:09] Filling missing b3 at row 2546 with moving average -0.22949160000000002
[2025-03-25 15:20:09] Filling missing b4 at row 2546 with moving average -0.2526849
[2025-03-25 15:20:09] Filling missing b1 at row 2547 with moving average 0.33935460000000006
[2025-03-25 15:20:09] Filling missing b2 at row 2555 with moving average 0.3247062
[2025-03-25 15:20:09] Filling missing b1 at row 2556 with moving average 0.33691319999999997
[2025-03-25 15:20:09] Filling missing b1 at row 2558 with moving average 0.341796
[2025-03-25 15:20:09] Filling missing b1 at row 2561 with moving average 0.3470857
[2025-03-25 15:20:09] Filling missing b2 at row 2561 with moving average 0.3222648
[2025-03-25 15:20:09] Filling missing b4 at row 2561 with moving average -0.2526849
[2025-03-25 15:20:09] Filling missing b2 at row 2563 with moving average 0.31982340000000004
[2025-03-25 15:20:09] Filling missing b1 at row 2566 with moving average 0.3503409
[2025-03-25 15:20:09] Filling missing b2 at row 2569 with moving average 0.3698721
[2025-03-25 15:20:09] Filling missing b1 at row 2570 with moving average 0.3930654
[2025-03-25 15:20:09] Filling missing b1 at row 2573 with moving average 0.3653962
[2025-03-25 15:20:09] Filling missing b4 at row 2576 with moving average -0.2612298
[2025-03-25 15:20:09] Filling missing b3 at row 2579 with moving average -0.256347
[2025-03-25 15:20:09] Filling missing b4 at row 2580 with moving average -0.2636712
[2025-03-25 15:20:09] Filling missing b2 at row 2585 with moving average 0.3649893
[2025-03-25 15:20:09] Filling missing b2 at row 2588 with moving average 0.3841136
[2025-03-25 15:20:09] Filling missing b1 at row 2592 with moving average 0.33447180000000004
[2025-03-25 15:20:09] Filling missing b1 at row 2597 with moving average 0.38696189999999997
[2025-03-25 15:20:09] Filling missing b1 at row 2599 with moving average 0.3706859
[2025-03-25 15:20:09] Filling missing b2 at row 2601 with moving average 0.32226479999999996
[2025-03-25 15:20:09] Filling missing b2 at row 2605 with moving average 0.3063957
[2025-03-25 15:20:09] Filling missing b2 at row 2606 with moving average 0.3181958
[2025-03-25 15:20:09] Filling missing b2 at row 2607 with moving average 0.3241636666666667
[2025-03-25 15:20:09] Filling missing b2 at row 2610 with moving average 0.33998755555555554
[2025-03-25 15:20:09] Filling missing b1 at row 2613 with moving average 0.3283683
[2025-03-25 15:20:09] Filling missing b2 at row 2614 with moving average 0.3283683
[2025-03-25 15:20:09] Filling missing b2 at row 2615 with moving average 0.3291821
[2025-03-25 15:20:09] Filling missing b4 at row 2616 with moving average -0.22827090000000003
[2025-03-25 15:20:09] Filling missing b2 at row 2617 with moving average 0.3461362666666667
[2025-03-25 15:20:09] Filling missing b2 at row 2618 with moving average 0.3520589222222222
[2025-03-25 15:20:09] Filling missing b3 at row 2619 with moving average -0.2014155
[2025-03-25 15:20:09] Filling missing b1 at row 2622 with moving average 0.3735342
[2025-03-25 15:20:09] Filling missing b2 at row 2622 with moving average 0.3625479
[2025-03-25 15:20:09] Filling missing b2 at row 2623 with moving average 0.3552237
[2025-03-25 15:20:09] Filling missing b1 at row 2624 with moving average 0.3686514
[2025-03-25 15:20:09] Filling missing b3 at row 2624 with moving average -0.2575677
[2025-03-25 15:20:09] Filling missing b1 at row 2627 with moving average 0.3706859
[2025-03-25 15:20:09] Filling missing b2 at row 2628 with moving average 0.3625479
[2025-03-25 15:20:09] Filling missing b3 at row 2628 with moving average -0.2416986
[2025-03-25 15:20:09] Filling missing b1 at row 2629 with moving average 0.3652605666666667
[2025-03-25 15:20:09] Filling missing b1 at row 2639 with moving average 0.3430167
[2025-03-25 15:20:09] Filling missing b1 at row 2641 with moving average 0.3316235
[2025-03-25 15:20:09] Filling missing b2 at row 2641 with moving average 0.32348550000000004
[2025-03-25 15:20:09] Filling missing b1 at row 2642 with moving average 0.3310809666666667
[2025-03-25 15:20:09] Filling missing b1 at row 2653 with moving average 0.3320304
[2025-03-25 15:20:09] Filling missing b2 at row 2661 with moving average 0.3186027
[2025-03-25 15:20:09] Filling missing b2 at row 2664 with moving average 0.2868645
[2025-03-25 15:20:09] Filling missing b2 at row 2669 with moving average 0.36743069999999994
[2025-03-25 15:20:09] Filling missing b3 at row 2672 with moving average -0.2819817
[2025-03-25 15:20:09] Filling missing b2 at row 2674 with moving average 0.3002922
[2025-03-25 15:20:09] Filling missing b3 at row 2674 with moving average -0.3027336
[2025-03-25 15:20:09] Filling missing b1 at row 2675 with moving average 0.3405753
[2025-03-25 15:20:09] Filling missing b1 at row 2676 with moving average 0.3466788
[2025-03-25 15:20:09] Filling missing b2 at row 2677 with moving average 0.34423739999999997
[2025-03-25 15:20:09] Filling missing b3 at row 2677 with moving average -0.2657057
[2025-03-25 15:20:09] Filling missing b4 at row 2678 with moving average -0.21240179999999997
[2025-03-25 15:20:09] Filling missing b1 at row 2681 with moving average 0.3649893
[2025-03-25 15:20:09] Filling missing b1 at row 2682 with moving average 0.3487133
[2025-03-25 15:20:09] Filling missing b1 at row 2683 with moving average 0.35142596666666664
[2025-03-25 15:20:09] Filling missing b1 at row 2685 with moving average 0.3456841555555556
[2025-03-25 15:20:09] Filling missing b1 at row 2686 with moving average 0.3446744407407408
[2025-03-25 15:20:09] Filling missing b3 at row 2687 with moving average -0.2978508
[2025-03-25 15:20:09] Filling missing b2 at row 2692 with moving average 0.2978508
[2025-03-25 15:20:09] Filling missing b3 at row 2695 with moving average -0.3259269
[2025-03-25 15:20:09] Filling missing b2 at row 2698 with moving average 0.292968
[2025-03-25 15:20:09] Filling missing b4 at row 2698 with moving average -0.3100578
[2025-03-25 15:20:09] Filling missing b2 at row 2703 with moving average 0.3466788
[2025-03-25 15:20:09] Filling missing b1 at row 2713 with moving average 0.329589
[2025-03-25 15:20:09] Filling missing b2 at row 2713 with moving average 0.33447180000000004
[2025-03-25 15:20:09] Filling missing b2 at row 2714 with moving average 0.33243730000000005
[2025-03-25 15:20:09] Filling missing b3 at row 2714 with moving average -0.30517500000000003
[2025-03-25 15:20:09] Filling missing b3 at row 2717 with moving average -0.28238860000000005
[2025-03-25 15:20:09] Filling missing b2 at row 2719 with moving average 0.3637686
[2025-03-25 15:20:09] Filling missing b2 at row 2720 with moving average 0.3653962
[2025-03-25 15:20:09] Filling missing b3 at row 2723 with moving average -0.33813390000000004
[2025-03-25 15:20:09] Filling missing b2 at row 2725 with moving average 0.2673333
[2025-03-25 15:20:09] Filling missing b1 at row 2726 with moving average 0.3063957
[2025-03-25 15:20:09] Filling missing b2 at row 2726 with moving average 0.2734368
[2025-03-25 15:20:09] Filling missing b4 at row 2726 with moving average -0.317382
[2025-03-25 15:20:09] Filling missing b1 at row 2728 with moving average 0.3218579
[2025-03-25 15:20:09] Filling missing b1 at row 2731 with moving average 0.3074807666666667
[2025-03-25 15:20:09] Filling missing b2 at row 2733 with moving average 0.2832024
[2025-03-25 15:20:09] Filling missing b1 at row 2735 with moving average 0.3259269
[2025-03-25 15:20:09] Filling missing b1 at row 2739 with moving average 0.3515616
[2025-03-25 15:20:09] Filling missing b1 at row 2741 with moving average 0.3344718
[2025-03-25 15:20:09] Filling missing b1 at row 2745 with moving average 0.31616130000000003
[2025-03-25 15:20:09] Filling missing b2 at row 2745 with moving average 0.2893059
[2025-03-25 15:20:09] Filling missing b1 at row 2752 with moving average 0.31249920000000003
[2025-03-25 15:20:09] Filling missing b1 at row 2753 with moving average 0.3141268
[2025-03-25 15:20:09] Filling missing b1 at row 2756 with moving average 0.34152473333333333
[2025-03-25 15:20:09] Filling missing b2 at row 2756 with moving average 0.3283683
[2025-03-25 15:20:09] Filling missing b1 at row 2762 with moving average 0.3210441
[2025-03-25 15:20:09] Filling missing b2 at row 2769 with moving average 0.268554
[2025-03-25 15:20:09] Filling missing b2 at row 2777 with moving average 0.329589
[2025-03-25 15:20:09] Filling missing b3 at row 2780 with moving average -0.3588858
[2025-03-25 15:20:09] Filling missing b2 at row 2781 with moving average 0.2600091
[2025-03-25 15:20:09] Filling missing b2 at row 2787 with moving average 0.3405753
[2025-03-25 15:20:09] Filling missing b3 at row 2787 with moving average -0.2917473
[2025-03-25 15:20:09] Filling missing b2 at row 2790 with moving average 0.3210441
[2025-03-25 15:20:09] Filling missing b1 at row 2791 with moving average 0.30517500000000003
[2025-03-25 15:20:09] Filling missing b1 at row 2798 with moving average 0.3344718
[2025-03-25 15:20:09] Filling missing b3 at row 2798 with moving average -0.31494059999999996
[2025-03-25 15:20:09] Filling missing b1 at row 2799 with moving average 0.3226717
[2025-03-25 15:20:09] Filling missing b2 at row 2807 with moving average 0.3039543
[2025-03-25 15:20:09] Filling missing b1 at row 2808 with moving average 0.3002922
[2025-03-25 15:20:09] Filling missing b1 at row 2814 with moving average 0.2832024
[2025-03-25 15:20:09] Filling missing b2 at row 2816 with moving average 0.2856438
[2025-03-25 15:20:09] Filling missing b3 at row 2822 with moving average -0.3076164
[2025-03-25 15:20:09] Filling missing b2 at row 2823 with moving average 0.30151290000000003
[2025-03-25 15:20:09] Filling missing b2 at row 2827 with moving average 0.23559510000000003
[2025-03-25 15:20:09] Filling missing b3 at row 2829 with moving average -0.3991689
[2025-03-25 15:20:09] Filling missing b1 at row 2831 with moving average 0.24658140000000003
[2025-03-25 15:20:09] Filling missing b2 at row 2831 with moving average 0.2343744
[2025-03-25 15:20:09] Filling missing b2 at row 2840 with moving average 0.2880852
[2025-03-25 15:20:09] Filling missing b3 at row 2840 with moving average -0.3356925
[2025-03-25 15:20:09] Filling missing b1 at row 2841 with moving average 0.3100578
[2025-03-25 15:20:09] Filling missing b2 at row 2843 with moving average 0.2791334
[2025-03-25 15:20:09] Filling missing b2 at row 2844 with moving average 0.2761494666666667
[2025-03-25 15:20:09] Filling missing b2 at row 2847 with moving average 0.30078952222222227
[2025-03-25 15:20:09] Filling missing b1 at row 2848 with moving average 0.2966301
[2025-03-25 15:20:09] Filling missing b2 at row 2848 with moving average 0.30900287407407406
[2025-03-25 15:20:09] Filling missing b2 at row 2850 with moving average 0.2887131320987654
[2025-03-25 15:20:09] Filling missing b1 at row 2851 with moving average 0.2941887
[2025-03-25 15:20:09] Filling missing b2 at row 2852 with moving average 0.27568061069958844
[2025-03-25 15:20:09] Filling missing b3 at row 2854 with moving average -0.33080970000000004
[2025-03-25 15:20:09] Filling missing b1 at row 2856 with moving average 0.32714760000000004
[2025-03-25 15:20:09] Filling missing b1 at row 2858 with moving average 0.32511310000000004
[2025-03-25 15:20:09] Filling missing b3 at row 2862 with moving average -0.39672749999999996
[2025-03-25 15:20:09] Filling missing b1 at row 2868 with moving average 0.3002922
[2025-03-25 15:20:09] Filling missing b2 at row 2869 with moving average 0.2905266
[2025-03-25 15:20:09] Filling missing b2 at row 2871 with moving average 0.2860507
[2025-03-25 15:20:09] Filling missing b4 at row 2871 with moving average -0.3515616
[2025-03-25 15:20:09] Filling missing b3 at row 2875 with moving average -0.36621
[2025-03-25 15:20:09] Filling missing b1 at row 2877 with moving average 0.3039543
[2025-03-25 15:20:09] Filling missing b2 at row 2880 with moving average 0.3039543
[2025-03-25 15:20:09] Filling missing b3 at row 2883 with moving average -0.32348550000000004
[2025-03-25 15:20:09] Filling missing b3 at row 2885 with moving average -0.33732009999999996
[2025-03-25 15:20:09] Filling missing b1 at row 2886 with moving average 0.2722161
[2025-03-25 15:20:09] Filling missing b4 at row 2887 with moving average -0.34789950000000003
[2025-03-25 15:20:09] Filling missing b1 at row 2888 with moving average 0.28849210000000003
[2025-03-25 15:20:09] Filling missing b2 at row 2890 with moving average 0.3027336
[2025-03-25 15:20:09] Filling missing b3 at row 2892 with moving average -0.31982340000000004
[2025-03-25 15:20:09] Filling missing b4 at row 2898 with moving average -0.3344718
[2025-03-25 15:20:09] Filling missing b2 at row 2899 with moving average 0.2770989
[2025-03-25 15:20:09] Filling missing b2 at row 2900 with moving average 0.2730299
[2025-03-25 15:20:09] Filling missing b1 at row 2902 with moving average 0.23803649999999998
[2025-03-25 15:20:09] Filling missing b1 at row 2904 with moving average 0.2600091
[2025-03-25 15:20:09] Filling missing b1 at row 2905 with moving average 0.2648919
[2025-03-25 15:20:09] Filling missing b2 at row 2913 with moving average 0.2551263
[2025-03-25 15:20:09] Filling missing b2 at row 2914 with moving average 0.2547194
[2025-03-25 15:20:09] Filling missing b2 at row 2919 with moving average 0.3186027
